,Fold,Sentence_ID,Sentence,E1,E2,isValid
0,3,HPRD50.d28.s3,"In addition, both MSH2 and Rad17 are required for the activation of the S-phase checkpoint to suppress DNA synthesis in response to MNNG, and phosphorylation of SMC1 is required for cellular survival",Rad17,SMC1,False
0,1,HPRD50.d36.s0,"CD22 associates with protein tyrosine phosphatase 1C, Syk, and phospholipase C-gamma(1) upon B cell activation",CD22,protein tyrosine phosphatase 1C,True
0,1,HPRD50.d36.s1,These results suggest that tyrosyl-phosphorylated CD22 may be a substrate for PTP-1C regulates tyrosyl phosphorylation of CD22,CD22,PTP-1C,True
0,1,HPRD50.d36.s1,These results suggest that tyrosyl-phosphorylated CD22 may be a substrate for PTP-1C regulates tyrosyl phosphorylation of CD22,CD22,CD22,False
0,1,HPRD50.d36.s1,These results suggest that tyrosyl-phosphorylated CD22 may be a substrate for PTP-1C regulates tyrosyl phosphorylation of CD22,PTP-1C,CD22,True
0,1,HPRD50.d36.s2,The association of PTP-1C with CD22 was mediated by the NH2-terminal Src homology 2 (SH2) domain of PTP-1C,PTP-1C,CD22,True
0,1,HPRD50.d36.s2,The association of PTP-1C with CD22 was mediated by the NH2-terminal Src homology 2 (SH2) domain of PTP-1C,PTP-1C,PTP-1C,False
0,1,HPRD50.d36.s2,The association of PTP-1C with CD22 was mediated by the NH2-terminal Src homology 2 (SH2) domain of PTP-1C,CD22,PTP-1C,True
0,1,HPRD50.d36.s3,"Complexes of either CD22/PTP-1C/Syk/PLC-gamma(1) could be isolated from B cells stimulated by BCR engagement or a mixture of hydrogen peroxidase and sodium orthovanadate, respectively",CD22,PTP-1C,True
0,1,HPRD50.d36.s4,Transient expression of CD22 and a null mutant of PTP-1C (PTP-1CM) in COS cells resulted in an increase in tyrosyl phosphorylation of CD22 and its interaction with PTP-1CM,CD22,PTP-1C,False
0,1,HPRD50.d36.s4,Transient expression of CD22 and a null mutant of PTP-1C (PTP-1CM) in COS cells resulted in an increase in tyrosyl phosphorylation of CD22 and its interaction with PTP-1CM,CD22,CD22,False
0,1,HPRD50.d36.s4,Transient expression of CD22 and a null mutant of PTP-1C (PTP-1CM) in COS cells resulted in an increase in tyrosyl phosphorylation of CD22 and its interaction with PTP-1CM,PTP-1C,CD22,True
0,1,HPRD50.d36.s5,"By contrast, CD22 was not tyrosyl phosphorylated or associated with PTP-1CM in the presence of wild-type PTP-1C",CD22,PTP-1C,False
0,2,HPRD50.d37.s0,"TFIID dimers formed through self-association of the TATA-binding polypeptide (TBP) subunit and could be immunoprecipitated with antibodies to TAF(II)250, the core subunit of TFIID",TFIID,TBP,False
0,2,HPRD50.d37.s0,"TFIID dimers formed through self-association of the TATA-binding polypeptide (TBP) subunit and could be immunoprecipitated with antibodies to TAF(II)250, the core subunit of TFIID",TFIID,TAF(II)250,True
0,2,HPRD50.d37.s0,"TFIID dimers formed through self-association of the TATA-binding polypeptide (TBP) subunit and could be immunoprecipitated with antibodies to TAF(II)250, the core subunit of TFIID",TFIID,TFIID,False
0,2,HPRD50.d37.s0,"TFIID dimers formed through self-association of the TATA-binding polypeptide (TBP) subunit and could be immunoprecipitated with antibodies to TAF(II)250, the core subunit of TFIID",TBP,TAF(II)250,False
0,2,HPRD50.d37.s0,"TFIID dimers formed through self-association of the TATA-binding polypeptide (TBP) subunit and could be immunoprecipitated with antibodies to TAF(II)250, the core subunit of TFIID",TBP,TFIID,False
0,2,HPRD50.d37.s0,"TFIID dimers formed through self-association of the TATA-binding polypeptide (TBP) subunit and could be immunoprecipitated with antibodies to TAF(II)250, the core subunit of TFIID",TAF(II)250,TFIID,True
0,5,HPRD50.d41.s0,"We report here that PLZF, and a structurally similar transcriptional repressor, BCL-6, can interact with a variety of corepressor proteins in addition to SMRT, including the mSin3A protein and (for PLZF) histone deacetylase-1",BCL-6,histone deacetylase-1,True
0,4,HPRD50.d42.s0,"Herein, we show that a distinct IkappaB protein Bcl3 also interacts with RXR, as shown in the yeast two-hybrid tests and glutathione S-transferase pull-down assays",Bcl3,glutathione S-transferase,False
0,4,HPRD50.d42.s1,"In contrast to IkappaBbeta, Bcl3 did not interact with the AF2 domain of RXR",IkappaBbeta,Bcl3,False
0,4,HPRD50.d42.s2,"Bcl3 specifically interacted with the general transcription factors TFIIB, TBP, and TFIIA but not with TFIIEalpha in the GST pull-down assays",Bcl3,TFIIB,True
0,4,HPRD50.d42.s2,"Bcl3 specifically interacted with the general transcription factors TFIIB, TBP, and TFIIA but not with TFIIEalpha in the GST pull-down assays",Bcl3,TFIIA,True
0,4,HPRD50.d42.s2,"Bcl3 specifically interacted with the general transcription factors TFIIB, TBP, and TFIIA but not with TFIIEalpha in the GST pull-down assays",Bcl3,GST,False
0,4,HPRD50.d42.s2,"Bcl3 specifically interacted with the general transcription factors TFIIB, TBP, and TFIIA but not with TFIIEalpha in the GST pull-down assays",TFIIB,TFIIA,False
0,4,HPRD50.d42.s2,"Bcl3 specifically interacted with the general transcription factors TFIIB, TBP, and TFIIA but not with TFIIEalpha in the GST pull-down assays",TFIIB,GST,False
0,4,HPRD50.d42.s2,"Bcl3 specifically interacted with the general transcription factors TFIIB, TBP, and TFIIA but not with TFIIEalpha in the GST pull-down assays",TFIIA,GST,False
0,4,HPRD50.d42.s3,"TBP and TFIIA, however, were not able to interact with IkappaBbeta",TFIIA,IkappaBbeta,False
0,4,HPRD50.d42.s4,"Accordingly, Bcl3 coactivated the 9-cis-RA-induced transactivations of RXR, in contrast to the inhibitory actions of IkappaBbeta",Bcl3,IkappaBbeta,False
0,4,HPRD50.d42.s5,"In addition, coexpression of SRC-1 but not p300 further stimulated the Bcl3-mediated enhancement of the 9-cis-RA-induced transactivations of RXR",SRC-1,p300,False
