Fold_no,Sentence_ID,Sentence
10,IEPA.d138.s330,"As the GPI-PLC reaction is rate limiting, the efficiency of the two-step anchor cleavage was significantly increased when insulin was present together with glucose as compared to glucose alone"
10,IEPA.d138.s331,"The insulin concentrations effective in modulating PP2A, PKA, cAMP-PDE, and GPI-PLC activities correlate well with those required for half-saturation of the specific binding sites as well as for stimulation of protein phosphorylation and glycogen accumulation"
10,IEPA.d138.s332,"The data suggest that mammalian insulin-sensitive cells and yeast share (part of) the key regulatory mechanism (consisting of PP2A, PKA, cAMP-PDE, and GPI-PLC) involved in the transduction of the insulin signal from the respective receptor systems to glycogen synthase and phosphorylase"
10,IEPA.d154.s370,"The glycosyl-phosphatidylinositol anchored protein, membrane dipeptidase (EC 3.4.13.19) is released from the surface of 3T3-L1 adipocytes in response to insulin treatment through the action of a phospholipase C"
10,IEPA.d154.s371,"Although X-Pro aminopeptidase (EC 3.4.11.9) is GPI-anchored in 3T3-L1 adipocytes as shown by digestion with bacterial phosphatidylinositol-specific phospholipase C, it was not released upon insulin treatment of the cells, indicating that only a subset of the GPI-anchored proteins are susceptible to insulin-stimulated release"
10,IEPA.d173.s419,We have established that the recovery of secreted N1 is increased by the protein kinase C agonists PDBu and PMA in a time- and dose-dependent manner in both cell lines
10,IEPA.d173.s420,"In contrast, secretion of N1 remains unaffected by the inactive PDBu analog alphaPDD and by the protein kinase A effectors dibutyryl cAMP and forskolin"
10,IEPA.d173.s421,"Overall, our data indicate that the normal processing of PrP(c) is up-regulated by protein kinase C but not protein kinase A in human cells and murine neurons"
10,IEPA.d178.s429,A caveolin-1-dependent coupling of PrPc to the tyrosine kinase Fyn was observed
10,IEPA.d179.s430,"Recently several significant advances have been made in this area, including the identification of the appetite regulating hormone, leptin, and a detailed understanding of its targets in the central nervous system (CNS), such as neuropeptide Y (NPY) and the melanocortin-4 receptor"
10,IEPA.d181.s435,"Activity and expression of the three UCP's are stimulated by several neuromediators and hormones such as noradrenaline, tri-iodothyronine and leptin"
10,IEPA.d59.s154,"PKB, which is an important early PI 3-kinase-dependent component of insulin signalling pathways, is also down-regulated by PLC-coupled agonists"
10,IEPA.d78.s187,"To assess the possible involvement of PKC in AVP and IL-1 action in Leydig cells, the PKC inhibitor Calphostin C was tested"
10,IEPA.d78.s188,These results confirm that AVP and PMA activate PKC and indicate that IL-1 likely does not activate PKC in Leydig cells
